,Text,enc_label
1613,Naku boothulu vasthunnay chiranjeevi anthati vyakthine vere vallaa laga imitate cheyyamantunav n,0
1614,Banisa La unnaru kadara meeru me overacting,0
1615,Edo audio function ki vacha kadha extralu chaste kaya kosta,0
1616,Mee movie hit avvadam chala happy gaa vundhi sir all the best kalyan ram garu,1
1617,హీరోయిన్ vere vallani తీసుకుంటే baagundedhi,1
1618,Anna prabhas annani Amina ante assalu baagodu,0
1619,Dongathananga kaadhu anna paisal bengi ichhindi ala cheppandi,0
1620,కోడెల శివప్రసాద్ అందుకే రా నువ్వు తొందరగా తెచ్చావ్,0
1621,Assembly lo thittukodanike miru vachedhi,0
1622,చిన్న అవుట్ సోర్సింగ్ ఉద్యోగులం మమ్మల్ని బాధపెడుతున్నావు త్వరలో మీ నాన్న దగ్గరికి వెళ్తావు రా,0
1623,Mi Nanna ni chepinadi nivera,0
1624,మీ నాన్నగారిని కాంగ్రెస్ పార్టీ కాపాడుతూ వచ్చింది,1
1625,Appudu me nanna kapadindu yanni thappulu chasina Ur father knows your character andhuke nuvvante ayanaki estam ledhu,0
1626,మాకు తెలుసు పవన్ అన్న అంటే ఏంటి యావడో మాటలు పట్టించుకోము జై జనసేన,0
1627,Sometimes nuvvu vacchinanduku chala feel avutunna ninnu ilanti position lo vunchina naaa lanti die hard fans ni chustunte anna,1
1628,Ilanti comedy Valle movie flop aindhi,0
1629,Andhuke cinima utterflop aindhi Nithin anna chala careful ga select cheskovali scripts,1
1630,బొక్కలో bekar movie దొబ్బింది,0
1631,I love her voiceNice girl వాగ్దేవీ మేడం so sweet of you,1
1632,Chi pooja Hegde tho polika anti aame kante meere baaguntaaru,1
1633,ఆ పూజ కన్నా ఈ పూజనే బాగుంది,1
1634,Ammai heroine la try chesthe bagundu super undi,1
1635,Beautiful ammai ni pattu konae verae name tho enduku pilustaru,1
1636,Anchor nuvvu super ga vunnavu,1
1637,Vagdhevi nuvvu heroinega prabhas gari tho heroinega cheyyandi superga vuntundhi PRABHA VS VAGDHEVI,1
1638,ప్రతి తండ్రి కోరుకునేది ఇదేజగమెరిగిన సత్యంమీరు సాధించారు అదృష్ట వంతులు మీరు,1
1639,Anna e video 100 sarla chusina thandri kodukulo madhya unna prema super ma dhisti Thaguluthundhi emo bhaya amithundhi,1
1640,Bahusa father and son antey ilagey vundalemo Great father and Good Son,1
1641,Yes annaramcharn great meetharvatha RC okkade,1
1642,MA charan annayya baghunnadhu love you dad,1
1643,Antha Ma Ramcharan annaya manchitanam,1
1644,Goppa vaari kadupulogoppa vaare pudataaruanna maata mea visayam lo corect,1
1645,Andharki daddy laki kodkulu pudtharu kani mega star gariki manchi vaadu puttadu,1
1646,Prabhas antey oka level and oka range,1
1647,Prabhas ki shoulder leg surgery chesaruu then how can he maintain six pack body he also human being I think now recent prabhas pics r good,1
1648,Bahubali time antha Baganey Unnav Anna Tharwatha ee sahoo ki radhe shyam nachinatlu frnds tho sitting uu food padypoyav Anna Ayina sarey darling ee no one,1
1649,ఇష్టం లేని జాబ్ చేస్తునట్టు ఉంది ప్రభాస్ ఫేస్,0
1650,పెళ్లి గాని ప్రసాదు హీరోలల్లా పెళ్లి కానీ హీరో ఎవరంటే అది ప్రభాస్కు మాత్రమే సొంతం,0
1651,Anna plz pellichesuko sir age 43 plz anna,1
1652,Crying kadhu Ekkuva Thagesi vunnadu,0
1653,150 కి పైగా సినిమాలు తీసిన mega కూడా ఒరేయ్ అని fans ని ఎప్పుడు అనలేదు,1
1654,సిగ్గు సరం వున్న వాళ్ళు ఎవరు వీడి సినిమాలకు పొకడదు ఏంట్రా ఆ బాషా,0
1655,అరేయ్ తోనే ఆగలేదు భయ్యా అరేయ్ తరువాత నీయమ్మ ఈ వర్డ్ మిస్ అయ్యావ్,0
1656,Fans ki rowdies anna tagline pettinodu prematho arey anadam tho thappu ledu,1
1657,నీ పని అయిపోయినట్టే రాసి పెట్టుకో,0
1658,Fans ki respect Ivvslira arye ntira,0
1659,arey memu ticket konte ne ra ne chethilo Mike nuvvu nilabade stage,0
1660,Vijay devarakonda is my attitude heroandharu hero lu okalaga unte vijay matram vere laga untadulets support him,1
1661,Rendu cinemala ke kallu nettinekkinay,0
1662,వీటికి బాగా బలిసి కొట్టుకుంటున్నాడు అందుకే లైగర్ సినిమా దొబ్బింది,0
1663,ఇలాంటి వాడికి ఫ్యాన్స్ హ బుద్ధి లేని వ్యధవలు ఉంటారు వాళ్ళు,0
1664,Andhuke dhula Baga thirindhi annaaaa,0
1665,Picha Na Kodaka Vinipisthunda Ra Vijay Ga,0
1666,ఎవడి స్టైల్ వాడిది దేవరకొండ స్టైల్ దేవరకొండ ది అంతే ఇంట్లో తప్పేముంది వినిపిస్తుంది చెప్పనా,1
1667,friendly ga annadu,1
1668,Nilo nachedhi attitude సూపర్ rowdy star,1
1669,Box office Amma mogugu Charan Anna,1
1670,యాక్టర్ మీద ఉన్న గౌరవం,1
1671,Naku chala istam anasuya,1
1672,Epudu Anna video asalu,1
1673,Inkenni rojulu wait cheyali bro,1
1674,ప్రపంచంలో అతిపెద్ద అవినీతి పార్టీ టిఅర్ యస్ కెసిఆర్,0
1675,నీ దిక్కుమాలిన ప్రెస్ మీట్ నీ కున్న ఫ్రస్టేషన్ క్లియర్ గా కనిపిస్తున్నది,0
1676,Kcr katham inka,0
1677,90ml సీఎం నీకు హిందువులు అంటే ఎందుకు అంత చులకన,0
1678,జై జనసేన జై పవన్కళ్యాణ్ జై జనసేన,1
1679,PSPK andarini Encourege chestadujai Janasenani,1
1680,ఆ వెర్రి వెంగళప్ప మొహం ఏందిరా నాయనా,0
1681,వెర్రి వెంగళప్ప మొకం ఇట్లనే ఉంటదేమో ఆ అందానికి ఆ ఫేస్ కట్ కి మనం ఇచ్చే వాల్యూ ఎంతండి,0
1682,cinema industry ka king kalyan Annaya,1
1683,Bajana party gallu kalyan garini vadu kuntunnaru andharu,0
1684,Election time lo ni kallu poyaya,0
1685,Mundhu ne cinema lu chusukora,0
1686,Ituvantivi matlade cinemalu nashanam chesukuntunnav,0
1687,Vadu baney unnadu nuvvu chusko nedi,0
1688,Ede ithey adi RGV nijaallu Baga oppukuntaaru,1
1689,RGV tho antha veasyy kaadu,1
1690,రాంగోపాల్ వర్మ రాంగోపాల్ వర్మ మంచి రసికుడు,1
1691,Frist time chusthunnara rgv okarini ela unnaru ani aduguthe,1
1692,Yadhava ni yadhava laage treat chesthaaaru,0
1693,Maa veedhilo prathi roju chettha theesukelle bandi vasthuni vaallu cheptharu thadi chettha oka vaipu podi chettha oka vaipu veyandi ani Kaani ee chetthani ye vaipu veyyalo cheppaledu,0
1694,Nuvuu edhava sir edhi naa,0
1695,Vedava ki brand ambassador sir miru,0
1696,Harsha inner felling Madhya lo veedu arustunadu,1
1697,ma manasulo feeling mere cheppasaru,1
1698,Enno kullu jokulu chusna bhayya Kani idi peaks,1
1699,Ee styles and mannerisms present andaru vaduthunnaru mana industry lo,1
1700,భజన భజన బ్యాచ్ ఎక్కువ అయిపోయారు పవర్ స్టార్ కి పాపం,0
1701,రకుల్ రావు మీ అయ్య గాడు మీ ఎమ్మెల్యే లకు కలవడానికి పర్మిషన్ ఇవ్వడు కదరాబ్రోకర్ గా,0
1702,మీ అయ్య కూడా అదే గతి పడుతుంది,0
1703,Mee Ayya Farmhouse Unte Mee ML Lu Appudaina Mee Ayyani Chusindra Lolly ga,0
1704,ఆపు రా డ్రామా రావు అన్ని సొల్లు కబుర్లు,0
1705,Naa Sanka Naku mari,0
1706,పొరపాటున మళ్ళీ గానీ రాజశేఖర్ రెడ్డి గారు వస్తె కుర్చీ పొద్దని తీసుకెళ్ళి కూర్చోబెట్టడు,0
1707,అన్నకు అర్థమయింది ఈ పాటకు అందరూ పరుగెత్తి పోతారని,1
1708,Comparison bagundhi kaani result matuki Bigboss result avvakudadhu Blockbuster Hit kottali,1
1709,Alaga pogidikoni seda dengaru andaru,0
1710,అప్పుడే అడుక్కునే స్థితి వస్తేఇంకా ముందు వుంది ముసలి పండుగ,1
1711,Ee vaakhyam RRR lo Ram Charan jail scene dheggara vaadaru,1
1712,మీ లాంటి కార్పొరేట్ సినిమా వాళ్ళుకి ఇలాంటి భగవత్గీత లాంటివి అనవసరం,0
1713,Paytm kukkalu ekkada idi kuda cbn gare plan chesaru antaremooo,0
1714,అమ్మ ఒక రాక్షసుడుని కని మా మీద వదిలేసావు తల్లీ నీకు,0
1715,అధికారం కోసం తల్లిని చెల్లి ని కూడా వాడుకొని వదిలేసాడు జగ్గన్న ఇంకా మనం ఎంత గొర్రెలం కాదా మనం,0
1716,మీరందరూ Ap ని సంకనాకించారు,0
1717,రాష్ట్రాన్ని నకించేసి తల్లి కుతురు సైడ్ అయిపోయారు,0
1718,Andra prajalaku siggu undali sontha amma nu chellini patinchukoleni vadu Meemanli chusukuntadu,0
1719,Nice ga side ayaru mi ru jagon kiladilu,0
1720,Eppudaina mi putra ratnam gurinchi Nijam cheppandi vijayamma gaaru,1
1721,Amma correct Ga cheppaavu mi koduku antha donga ippudaina nammu talli,0
1722,శుక్రవారం శుక్రవారం స్టేషన్ కి వచ్చి సంతకంపెట్టు,1
1723,జై మెగాస్టార్,1
1724,Aat tatha on fire,1
1725,Meeru super sir,1
1726,Jayamu jayamu chandranna jayamu neeku chandranna,1
1727,ఇందుకే 23 వచ్చాయ్… ఇలాగే ఉంటే అవికూడా పోతాయి,0
1728,నువ్వు రెచ్చిపో బాబు నీ వెనకాల మేము ఉన్నాం,1
1729,Ram entra babu intha andamga undau super,1
1730,Lips thin ga unte baguntundi,1
1731,Krithi please nee pallaku clips veyinchuko teeth chala munadariki vachay,0
1732,సుమా గారు మీరు మాములుగా చేసినా చూస్తాం ఓవర్ యాక్షన్ బాగా ఎక్కువ అయ్యింది మీ వల్ల రేటింగ్ రావట్లేదు,0
1733,దీనెమ్మ జీవితం నా చిన్నప్పుడు సంది దీని ఓవర్ యాక్షన్ చూడలేక చీదరి ఐతుండే తూ,0
1734,Suma em maraledu ade over action,0
1735,cinema dobbaka aduku tinnanndi eddaru,0
1736,Rana garu miru chala simply Star,1
1737,మీలాంటి పెద్దల ఆశీర్వాదం ఎప్పుడు మా అన్నకి ఉండాలి,1
1738,okka goppa Director chudadam kantay Adrustam Em vuntundi mi Ashishishulu Tarak sir ki vubdali,1
1739,E paata lo Jr NTR nataniki deshame daasoham ayyindi,1
1740,E okka song tho movie vere level ku velipoindhi,1
1741,కళాతపస్వి గారి ని ఈ బంగారు కొండ యన్ టి ఆర్ తో ఓ సినిమా తీయమని ఎవరైనా చెప్పండి దయచేసి,1
1742,Mee Lantivaalla matalu inspiring ga vuntai…god blessed us with more knowledge by sent people like you,1
1743,Devudu manishi kanna goppa,1
1744,Charan దొరికిపోయిన ప్రతిసారీ ntr ni చూస్తాడు,1
1745,Pitchi pk neeku neemeede nammakam ledhu you only belive NCB,0
1746,Yem matladuthunnav ra Naralu kattai poiniy Neeku lekkalenduku ra ayya Weekend politician,0
1747,Samsaram cheyaganey pillalu puttaru sir Wait for good result,0
1748,పుట్టినరోజు శుభాకాంక్షలు అన్నయ్య,1
1749,మీ వాడు మా వాడు మన అందరివాడైన పవర్ పవన్ కళ్యాణ్ గార్కి జన్మదిన శుభాకాంక్షలు,1
1750,Yendira nayana yitla vundiPower Star actions chusthunte goosebumps vasthunayi India lo All records smash ayyela vunnayi,1
1751,సూపర్ కళ్యాణ్ అన్న చంపేశారు పొండి కేక అంతే,1
1752,Wow super sir e cinema chla pedda vijayam avvli me fans ki panga chesukovali sir hbd sir,1
1753,Adhe better anthe kaani life long savings one day lo waste cheykudadhu lifelong entha karchu avthundho aa oka roje antha karchu pedathaaru chaala mandhi,1
1754,Very గ్రేట్ Very humble,1
1755,Own party ni yem peeekaleka yevadiki ichhhi vaaadi kindha bhanisalaga undatam meee vamsanike,0
1756,Blood breed veru Mental certification kuda,0
1757,Adhoka vamsamveedi dabbalu veedu,0
1758,E family dabba manuko vayya bul bul Chala mandi ki records vunnai edo mi family goppa migitha family Sankara jathi ani anadam comnsence ledhu ani ni certificate chepthundi Mi family lo ntr ela vuntadi kalyan ram nv marav nv manshiva balayavva ani antaru ma side,0
1759,Orey jaffa bul bulgo and buffalo muddilo paduko,0
1760,Mi vamaham mohanbabu vamaham tarvathe ra sollu ga,0
1761,Ore sollu apura,0
1762,నేను ysr జగన్ అభిమానిని వినోద్ రెడ్డి గారు మీరు పార్టీ కోసం పడే కష్టం నచ్చింది కచ్చితంగా మీరు విజయం సాదించాలి అని కోరుకుంటున్నాను,1
1763,జై జనసేన మన పార్టీ గెలవాలని మనస్పూర్తిగా కోరుకుంటున్న,1
1764,Annayya nuvvu sucess ayyalani manasara korukuntunna iam from VIZIANAGARAM,1
1765,All the best annya aaani Hard work apudu ki waste kadhu sir jai janasena,1
1766,Ravaali pavanjai janasena,1
1767,అన్నా కాస్త జాగ్రత్త వాళ్లే అనుకోని లోపల నుండి దేంతోనన్న విసిరేరు కాస్త గ్యాప్ ఇచ్చి పోతండే Love you Anna నీ కష్టం వృధా కాదు,1
1768,Baga kastapadutunnav brother super,1
1769,Daya chesi okka chance evvadi pawan kalyan gaariki am from banglore,1
1770,తండ్రి కొడుకు గురించి చెప్పకపోతే ఎవరు చెప్తారు తప్పు లేదు సహజం పుత్రోత్సాహం తండ్రికి,1
1771,NTR ni cm ga chudalitatayya paruvukosam,1
1772,జై ఎన్టీఆర్ అన్న జై రామ్ చరణ్ అన్న,1
1773,Ntr garu miru chala pedda artist Matldalisochinappuduthagginchi matladandi Adigunapudu odiguntame manchidi,1
1774,Mamauluga undhadhu mari ntr anthe,1
1775,మీ ఫ్యామిలీ లో నాకు నచ్చింది నువ్వు అన్న కరెక్ట్ గా మాట్లాడుతావ్,1
1776,నువ్వొక్కడివే మి ఫ్యామిలీ లో అందరితో కలిసిపోయే గుణం కలిగినవారు brother,1
1777,ఎందుకో నువ్వంటే నాకు eatam అన్నవేదం సినిమా చూసినప్పటి నుండీ decide ayyanu Your my brother,1
1778,Adhi ento nuv wrong family lo unnavu bronee speech lo compulsoryga social responsibility untundhihats off to you,1
1779,బడా బడా డైరెక్టర్స్ అందరూ మనోజ్ అన్నతో సినిమా ఎందుకు తీయరు ఎప్పుడూ మెగా ఫ్యామిలీ ఏనా ఫాలోయింగ్ ఉన్న హీరో లేనా జై మనోజు అన్నా,1
1780,Manoj okkade odd man out in manchi family,0
1781,Manchu family ki inka respect undi ante adi only nee valle manoj anna,1
1782,Manchu family ni nvve kapadali anna,1
1783,Manchu Family Paruvu kapade Manishi Nuvvu Okkade anna,1
1784,Nenu oka NTR fan ga chepthuna heart touchesaru sir mee speech tho hats off sir,1
1785,నేను పవన్ కళ్యాణ్ చెప్పిన తర్వాత మీ సినిమా చూశాను చాలా బాగుంది,1
1786,Manchi cinema ni prathi okkaru aadaristaruall the best nikhil have a bright future,1
1787,Ippati varaku peddha heroes ki chinna actors kaka pattaru Ika nunchi pedda heroes thodalu kottada lu meesaalu meda gokkodalu manesi chinna heroes ki value iche time vachesindhi,1
1788,Samudramlo alalu aagavu Harsha Anna ki anna meeda prema chavadi,1
1789,సముద్రంలో అలలుంటే అందం మా గుండెల్లో హర్ష సాయి అన్న ఉంటే ఆనందం,1
1790,nna nuv chesina help ki vallaku edho oka chinna avasaralaku panikosthundhi harsha sai love you anna,1
1791,ANNA nee voice ante naku chala istam,1
1792,హర్ష నీ మనసులగే నీ రూపం కూడా అందంగా ఉంది,1
1793,Smile chudanidhe venakki thaggavu bro nuvvu,1
1794,హర్ష సాయి ఫ్యాన్స్ ఎంతమంది ఉన్నారుఇక్కడ A man with golden heart,1
1795,Vinayaka chavithi subhakanshalu Harsha sai,1
1796,Harsha anna ni kalavaali okkasaraina,1
1797,మీలాంటి వాళ్ళని దేవుడు చల్లగా చూడాలని సార్ హర్ష సాయి అన్న,1
1798,Hi harshahappy vinayaka chavithi life long nuv happy ga undalaniaa devunni korukuntunna saimay god bless u harsha,1
1799,Hii Bagunnara Harsha Sai garu meku Mee team members ki happy vinayaka chavithi,1
1800,Jai Prabhas Anna ఆరడుగుల ఒక మంచి మనిషి,1
1801,సంతోష్ శోభన్ మంచి యాక్టర్ కళ అనేది ఒక ప్రాంతానికి పరిమితం కాదువిశ్వవ్యాప్తమైంది,1
1802,పోలీసోల్లొచ్చి ‍యేటుకు బట్టుకుంటారు,1
1803,Chiranjeevi be like arey em matladuthunnavra,1
1804,KCR డైరెక్ట్ గా ప్రణబ్ ముఖర్జీ కాళ్లు మొక్కీ నప్పుడు ఏమైoది,1
1805,Evari Cheppulu moyataniki prajalu ninnu gelipinchaledu Bandi,0
1806,అక్కడవరకు వెళ్లినవాడు చెప్పులు వేసుకుంటాడు కదా వీడి ఓవర్ యాక్షన్,1
1807,ముందు కళ్ళు తరువాత రాళ్లు తెలివి ఉన్న వారు చేసే పని ఇతరులతో మరియాదగా ఉండాలి మరి బానిసల కాదు,1
1808,అన్న మంచి పని చేసావ్ ఓకే కానీ జన్మనిచ్చిన అమ్మ నాన్న లకు కూడా ఇదే సేవా చేయి,1
1809,ఏముంది పదవికోసం గుధ్ధ కూడా నాకేస్తారు ఈ రాజకీయ రాబందులు,1
1810,Em bathuku ra Nidhi oka MP vi state president vi nuv slippers moyadam entra vedhava telangana ijjath tisinav,0
1811,వీళ్ళని నెట్టేసే వాడెవడో చూడాలి,1
1812,ఇలాంటి పనికిమాలిన వీడియోలు చాలా చూశాం మిత్రమా పూర్తి వీడియో పెట్టి ఉంటే బాగుండేది మిత్రమా,1
1813,Naku prabhas anna ento rana anna kuda antey,1
1814,Industry లో ఒక్క remark కూడా లేని ఫ్యామిలీ ఏదైనా ఉందా అంటే అది One And Only Victory Venky Anna Gaari Family Superb Raana Anna,1
1815,సౌత్ గురించి తక్కువగా మాట్లాడినోళ్ళే తెలుగులో పాట పాడుతుంటే వినడానికి చాలా బాగుంది,1
1816,E desham lo anni rajakiya nayakula vigrahalu ilagey padipovali,1
1817,ee desham lo politians purugulu paati nasinam kavali,0
1818,కొపనాతి కృష్ణమ్మ గారు విగ్రహం పడిపోయిందని సంతోషపడుతున్నారా ఏం మనుషులురా చెత్త మనుషులు పక్కన ఎవడు ఆడు పడిపోయింది పడిపోయింది అది అన్నాడు,1
1819,మనం ఎక్కడ నుంచి వచ్చామో దాన్ని మర్చిపోయ్యే వాళ్ళు ఉన్నా ఈరోజుల్లో ఎంత ఎదిగినా వొదిగే ఉండాలి అన్నా మి simply sity కి నా,1
1820,Are యాదవ ల్లా రా megastar తరవాత పవన్ కళ్యాణ్ రా చిరు సర్ ఆయన Vera leval జై బాలయ్య,1
1821,pavitra baga denguchiko naresh tho,0
1822,pavitra ni gudda awesome ni age ni figure ki salute,0
1823,శర్వానంద్ గారు వచ్చిన కొత్తలో సంక్రాంతి సినిమాలో యాక్టింగ్ రోజుల్లో కెరీర్లు చిన్ని హీరోగా మిగిలిపోతారు అనుకున్నాను కానీ మంచి లైఫ్ వచ్చింది ఇంకా పెద్ద హీరో కావాలని ఆ దేవుని మంచి భవిష్యత్తు ఉండాలని కోరుకుంటున్నాను,1
1824,దేనిని కందించి దేశం మొత్తమ్ అత్యవసర విధిచాలి ఒక గొప్ప వార్త ప్రసారం చేసిన టీవీ10 కి గోల్డెన్ గ్లోబ్ అవార్డు ఇవ్వాలి,1
1825,Nalla Baalu nuvvu evadara jagan anna ni tidava,0
1826,సార్ మీరు చాలా బాగా నిజాలు మాట్లాడుతారు నిజంగా నమస్కారం సార్,1
1827,Konda anna mi attitude ki salute,1
1828,మనుషుల్లో నల్లగా ఉన్న వారిని ముద్దుగా నల బంగారం అని పిలుస్తారుఅంతేగాని ఎర్ర బంగారం అని ఎక్కడ పిలిచిన దాఖలాలు లేవ,1
1829,మీరు ఆ స్థాయిలో ఉండి కూడా మీ స్నేహితుని పరిచయం చేయడం ఆనందకరం,1
1830,రేషన్ కార్డు తీసేసినా మనం ఏమి చేసేది లేపెట్రోల్ రేటు పెంచేసినాఏమి చేసేదే లే 8లక్షల కోట్లు అప్పు చేసిన మనం ఏమి పేకేదే లే,1
1831,తాగ్గి వాగుతుంది పాప ఈమె చిలకలూరపేటలో రికార్డింగ్ డాన్స్రు,1
1832,sharmila nuvvu ooriki ki poyi record dancelu cheskho,0
1833,movie peru 3 lanjas samanthamanchu vishnu swara bhaskarmanuch akkaanasuya,0
1834,anasuya lavada mokahi 40 ellu aunty anukunda babu annala,0
1835,అన్ని ఉచితంగా అమ్మబడే లౌడాబడి అనుకుంట అన్ని ఉచితంగా చేస్తానని అప్పులపాలు చేశాడు రాష్ట్రాన్ని,1
1836,ఎనకటి రెడ్డి కూడా టీవీ స్టూడియోలో కూర్చోవడం తెలుగు వాళ్ళ దుర్భాగ్యం,1
1837,Venkat reddy ki buddi pagilindi anudke noru mosukohni vundali,0
1838,ఏ రా వంకర రెడ్డి ఎలా పుట్టి ఉంటావో నాకు అర్థం కాలేదు,1
1839,siggu vundali amma jagan lanti erripuk kanna anduku,0
1840,Kcr vadu vadi banda karre muku esjoni ma modi tho callenge ha,0
1841,40 సంవత్సరాలు రాజకీయ అనుభవం,1
1842,కేశినేని నాని లేకపోతే TDP కి ఊడేదేముంది ఇంత ఓవర్ చేసేవాడు అవసరమా పార్టీకి,1
1843,వీడికి నిజంగా బేసిక్ సెన్స్ లేదు చూస్తే తెలియడంలా,1
1844,చంద్రబాబు శివుడు లాంటి వాడు విషాన్ని కూడా తనలోకి తీసుకుంటాడుఇక ఇలాంటివి ఒక లెక్కే కాదు,1
1845,అంత చిరాగ్గా వుంటే స్టేజ్ మీద కి ఎందుకెల్లార్ సార్,1
1846,rajakeeyanayakulu kuda lanjala ey vellu party marututaru vallu illu marutaru,0
1847,kodali nani ki caste pichi valla kulum ayithey pellam kuda gift gah istharu,0
1848,Mamulu ga evvaledhu ga anchor anna,1
1849,jai cbn jt sr ntr nenu mi tdp supporter na pranam istha,1
1850,సీనియర్ కాబట్టి కేశినేని గారు CBN కి ఇస్తే బాగుంటుంది అని జయదేవ్ అనుకున్నాడు ఎవరిస్తే యేముంది లే నువ్వే ఇవ్వు అని నాని వెనక్కి జయదేవ్ కే ఇచ్చాడుఇందులో ఏం కనిపించింది రా మీకు NEGATIVE mind set Burgers,1
1851,మోదీ పెద్ద డ్రామా వే ఆర్టిస్ట్ వెనక డైరెక్ట్ చేసేది కార్పొరేట్ కంపెనీలు,1
1852,హృదయ విదారకంగా వుంది అద్వానీ గారుone of the founder of BJP time వస్తుంది అందరికీ,1
1853,sitharaman oka sudda pappun siggu ledhu asla mms valla india ela atani economic policy valle india 3 trillion economy ayindhi,0
1854,nuvvu poyyi modi modda cheku mms oka great econmist ani prapamcham anukondhi antanu lekunte india ledhu,0
1855,edhi Carect kadu modhi garu papam kovindh garini ala avamanaparachadam carect kadu,0
1856,Dr YNM1 month agoఇందులో మనం పెద్దగా ఆలోచించాల్సిన అవసరం లేదు అంతా కాలం మహిమఏదో ఒకరోజు కాలం ఆయనకు ఇవ్వవలసిన గిఫ్ట్ తప్పకుండా ఇస్తుంది చేసిన కర్మలు అనుభవించక తప్పదు సోనియా గాంధీ అయినా మోదీ అయినా చంద్రబాబు నాయుడు అయినా జగన్ అయినా కాలం అంతే,1
1857,బాబు చాలా‌‌ ఎదిగిపోయాడయ్యాబాబోయ్ ప౦చులు ఎస్తున్నాడు భయ్యా,1
1858,నీవు తెలుగు ఇంత చక్కగా మాట్లాడు తుంటే మన చిన్న బాబు అనుకొని ఉండడు అయితే బెంగళూర్ ఇన్స్టిట్యూట్ లో బాగా నేర్పుతున్నారు తెలుగు,1
1859,పాపం అతను ఒక ఉద్యోగి అతను సాక్షి దినపత్రిక ఓనర్ కాదు అతన్ని పట్టుకొని ఎందుకురా నీకు,1
1860,bandi sanjay ni bandi lo vunna engine degindhi andhukey pichi pichi matladutunnaru,0
1861,rohit sharma kulubothu na koduku Asia cup kuda tesukorale malla vadini virat lo poluchutaru,0
1862,indian player aata radhu padhu semifinals piles anni modalo jabbulu vachi odipotaru,0
1863,asla semi finals vache saraki prathi vadu moddalo gameolay anni appudey bayathutahai,0
1864,middle order marchu vinnale world cuo degindhi asia cuo dengindhi poyi gully circket adukondi,0
1865,bhuvi adhey 19th over lo madien cheasaru enti moddalo srh key adhey ki maiden kuda avasaram ledhu oka 19 runs ichi dengi match odipincharu,0
1866,ఇటువంటి వాల్లు ఎప్పటికీ నేరుచుకొరు,1
1867,వాడు జీవితంలో ట్రైన్ క్రాసింగ్ అయితే 20 అడుగుల దూరంలో ఉంటాడు సిగ్గు శరం ఉంటే సంవత్సరం వరకు ట్రైన్ కూడా ఎక్కడు,1
1868,జీవితంలో మళ్ళీ ఇలాంటి నిర్లక్ష్యంగా ఉండకుండా జరిగింది విడిని చూసి ఇంకో 10 మంది మారతారు,1
1869,ఆ బైక్ వాడిని ఉరి శిక్ష వేయాలి,0
1870,మోడీ అద్వానీ గారు పెట్టిన బిక్ష పెట్టారు కాబట్టే నువ్వు ఇపుడు ఇలా ప్రధాని స్థానంలో ఉన్నవని మరవకు చాయి వాలా మరవకు గతాన్ని,0
1871,అద్వానీ గారినీ పాటించుకోలేదు అంటే ఇగ ని పతనం మొదలైనట్టే అయన వాళ్ల పార్టి అంతా ఎదిగింది,1
1872,సరిగ్గా చూడండీ అక్కడ విగ్గురాజు ఉన్నాడు అబ్బా…,1
1873,నమస్కారానికి ప్రతినమస్కారం సంస్కారం,1
1874,వాడి అసలు రూపం అదే ఎవరిని ఎప్పుడు వాడుకుని వదిలేయాలో వాడి కంటే ఏ రాజకీయ నాయకుడికి తెలియదు,1
1875,ఈనాటి బీజేపీ దేశాన్ని ఎలుతుందంటే దానికి అద్వానీగారి కృషి చాలావుందిమోడీగారు ఇలా,1
1876,అప్పుడు రాజకీయ ఎదుగుదలకు కారకులయిన అద్వానీ గార్ని అవమానించారు ఇప్పుడు పదవీవిరమణ చేసిన కోవింద్ గారిని అవమానించారు న్యాయమా మోదీ గారు,1
1877,Love story muddulu kadu sannivesam site ranam lo scenes lo love chala baga chupicharu movie,1
1878,Ekkada పట్టుకున్నారు వెళ్ళిపోయాడు గా,1
1879,ఎక్కడ పట్టుకున్నారే తల్లిఆమె కూడా వెళ్ళిపోయింది దొంగలు పారిపోయారు గా,1
1880,ee movie theatre lo chudakapote tarwata mere feel avutaru Excellent movie,1
1881,Bangaram lanti wife failure kuda supporting ga undi kani veedu vini veshalu,1
1882,arshadeep ni asla enduku tisukonnario telidhu vadiki simple catches kuda vadili dengaru ha moddalo feilding kante pakistan feilding melu,0
1883,vijay shankar anna 3d anna enti anna na lavadio batting modalo feilding inka no ball eesidenagtuavu nuvvi 3d enti,0
1884,snow family ela bathukundhi ante burdha pandi bathukundhi nenu bathuthunnanu,0
1885,kl rahul ipl baga adutavu india ki moda laga adutavu preity tho night out ha enti,0
1886,preity zinta oka bazzar kukka team tesukovadam kuda radu,0
1887,kavya papa circket meda avagahana ledhu ma aubction dengi mataldutnadhi,0
1888,vijay mallya nirav modi kapadindhi bjp malla ha baate shah gadu nak emtelidhu antaru,0
1889,Rey yendhuku ra puri garu cheppindhi okkati miru chupinchedhi inkotirava annadu puri garu dhani vere laga cheptharu andhuku ra,0
1890,tyson rey puri inko sari ni mokham choopistahe egiri egiri dengutha,0
1891,Naarappa theatre lo vachedi undeMotham kcpd untunde,1
1892,ఇటువంటి చావు రావాలంటే ఎంత పుణ్యం చేసి ఉండాలో మీ ఆత్మకు శాంతి కలగాలని కోరుకుంటున్నాను,1
